dataset,our_mean_pct,our_sd,ci_lower,ci_upper,ttest_p,wilcoxon_p,cohen_d,shapiro_p,nb_corrected_p,friedman_p
promise,82.30057155066503,2.2617632467442728,81.6577855480645,82.94335755326556,1.3373103355001442e-09,4.114946605682235e-09,1.0260010874283159,0.0907205092470275,0.3382194733736139,4.482375693726267e-11
