dataset,our_mean_pct,our_sd,ci_lower,ci_upper,ttest_p,wilcoxon_p,cohen_d,shapiro_p,nb_corrected_p,friedman_p
fnfc,91.13172804532579,0.5115604454172156,90.98634417534223,91.27711191530935,9.200114055018149e-07,2.0142930292621486e-06,0.7657512398291629,0.5111223521793465,0.18275635896034817,1.3887943864964e-11
