dataset,algo,embed,fold,acc
FNFC,CS-LR,Word2Vec+GloVe+BERT,2,0.8760623229461756
FNFC,CS-SVM (Linear),Word2Vec+GloVe+SBERT,2,0.8888101983002833
FNFC,CS-RF,Word2Vec+GloVe+BERT,2,0.8618980169971672
FNFC,CS-DT,Word2Vec+GloVe+SBERT,2,0.773371104815864
FNFC,CS-LR,Word2Vec+GloVe+SBERT,2,0.8881019830028328
FNFC,CS-SVM (Linear),Word2Vec+GloVe+MPNet,2,0.8895184135977338
FNFC,CS-SVM (RBF),Word2Vec+GloVe+BERT,2,0.9015580736543909
FNFC,CS-DT,Word2Vec+GloVe+MPNet,2,0.7861189801699717
FNFC,CS-RF,Word2Vec+GloVe+SBERT,2,0.8604815864022662
FNFC,CS-LR,Word2Vec+GloVe+MPNet,2,0.8895184135977338
FNFC,CS-SVM (Linear),Word2Vec+BERT+SBERT,2,0.8675637393767706
FNFC,CS-DT,Word2Vec+BERT+SBERT,2,0.7698300283286119
FNFC,CS-SVM (RBF),Word2Vec+GloVe+SBERT,2,0.9001416430594901
FNFC,CS-RF,Word2Vec+GloVe+MPNet,2,0.8611898016997167
FNFC,CS-LR,Word2Vec+BERT+SBERT,2,0.863314447592068
FNFC,CS-RF,Word2Vec+BERT+SBERT,2,0.8611898016997167
FNFC,CS-SVM (Linear),Word2Vec+BERT+MPNet,2,0.8760623229461756
FNFC,CS-DT,Word2Vec+BERT+MPNet,2,0.7712464589235127
FNFC,CS-LR,Word2Vec+BERT+MPNet,2,0.8689801699716714
FNFC,CS-SVM (Linear),Word2Vec+SBERT+MPNet,2,0.8958923512747875
FNFC,CS-SVM (RBF),Word2Vec+BERT+SBERT,2,0.9015580736543909
FNFC,CS-SVM (RBF),Word2Vec+GloVe+MPNet,2,0.8994334277620396
FNFC,CS-SVM (RBF),TF-IDF+Word2Vec+BERT,2,0.9022662889518414
FNFC,CS-DT,Word2Vec+SBERT+MPNet,2,0.8045325779036827
FNFC,CS-RF,Word2Vec+BERT+MPNet,2,0.8626062322946175
FNFC,CS-LR,Word2Vec+SBERT+MPNet,2,0.8824362606232294
FNFC,CS-DT,GloVe+BERT+SBERT,2,0.7896600566572238
FNFC,CS-SVM (RBF),Word2Vec+BERT+MPNet,2,0.9001416430594901
FNFC,CS-SVM (Linear),GloVe+BERT+SBERT,2,0.8753541076487252
FNFC,CS-LR,GloVe+BERT+SBERT,2,0.8760623229461756
FNFC,CS-RF,Word2Vec+SBERT+MPNet,2,0.8611898016997167
FNFC,CS-SVM (RBF),TF-IDF+Word2Vec+SBERT,2,0.9093484419263456
FNFC,CS-SVM (RBF),TF-IDF+GloVe+BERT,2,0.9043909348441926
FNFC,CS-RF,GloVe+BERT+SBERT,2,0.8618980169971672
FNFC,CS-DT,GloVe+BERT+MPNet,2,0.7875354107648725
FNFC,CS-LR,GloVe+BERT+MPNet,2,0.8845609065155807
FNFC,CS-SVM (Linear),GloVe+BERT+MPNet,2,0.8803116147308782
FNFC,CS-SVM (Linear),GloVe+SBERT+MPNet,2,0.8916430594900849
FNFC,CS-SVM (RBF),GloVe+BERT+SBERT,2,0.9036827195467422
FNFC,CS-LR,GloVe+SBERT+MPNet,2,0.8909348441926346
